date,avgtemp,evaporation,H,Q,rainfall
25/9/2010,26.3,1.5,734.0,4700.0,56.4
26/9/2010,27.2,2.0,709.0,4360.0,18.1
27/9/2010,27.3,1.8,688.0,4090.0,0.0
28/9/2010,27.1,1.8,694.0,4170.0,5.3
29/9/2010,27.8,2.1,760.0,5090.0,0.0
30/9/2010,27.9,3.0,740.0,4790.0,0.0
1/10/2010,27.3,1.6,720.0,4510.0,2.9
2/10/2010,27.4,2.2,705.0,4310.0,23.0
3/10/2010,27.1,3.6,673.0,3910.0,0.0
4/10/2010,24.8,2.8,619.0,3290.0,0.2
5/10/2010,25.5,3.6,595.0,3030.0,0.0
6/10/2010,27.0,4.3,596.0,3040.0,0.0
7/10/2010,27.2,3.1,590.0,2980.0,0.0
8/10/2010,27.4,4.6,577.0,2850.0,0.0
9/10/2010,27.2,2.9,567.0,2760.0,0.0
10/10/2010,28.0,3.0,556.0,2660.0,0.0
11/10/2010,28.5,2.9,524.0,2360.0,0.0
12/10/2010,27.8,1.9,502.0,2170.0,9.7
13/10/2010,26.5,1.3,596.0,3050.0,50.9
14/10/2010,27.0,2.8,624.0,3340.0,2.4
15/10/2010,24.6,0.9,600.0,3090.0,23.5
16/10/2010,22.5,1.3,590.0,2980.0,6.7
17/10/2010,22.1,0.2,562.0,2710.0,7.1
18/10/2010,23.4,0.6,520.0,2330.0,5.5
19/10/2010,25.6,2.6,574.0,2830.0,0.0
20/10/2010,25.6,3.9,619.0,3290.0,0.0
21/10/2010,24.7,3.7,607.0,3160.0,0.0
22/10/2010,23.9,3.0,587.0,2950.0,0.0
23/10/2010,23.6,2.2,565.0,2730.0,0.0
24/10/2010,24.9,1.3,560.0,2690.0,0.0
25/10/2010,25.0,0.8,536.0,2460.0,0.0
26/10/2010,23.6,2.5,520.0,2320.0,0.2
27/10/2010,21.1,1.3,533.0,2430.0,0.0
28/10/2010,20.2,3.5,548.0,2570.0,0.0
29/10/2010,19.6,2.6,548.0,2580.0,0.0
30/10/2010,19.6,3.2,504.0,2190.0,0.0
31/10/2010,19.1,3.0,502.0,2170.0,0.0
1/11/2010,19.0,3.0,444.0,1710.0,0.0
2/11/2010,20.1,4.0,427.0,1590.0,0.0
3/11/2010,20.2,3.9,453.0,1780.0,0.0
4/11/2010,20.5,3.0,462.0,1850.0,0.0
5/11/2010,21.2,3.2,441.0,1690.0,0.0
6/11/2010,21.2,2.7,454.0,1780.0,0.0
7/11/2010,21.3,2.3,429.0,1600.0,0.0
8/11/2010,22.1,3.0,386.0,1310.0,0.0
9/11/2010,22.4,3.0,383.0,1290.0,0.0
10/11/2010,21.9,2.3,433.0,1630.0,0.0
11/11/2010,21.9,2.5,443.0,1710.0,0.0
12/11/2010,21.7,2.5,435.0,1650.0,0.0
13/11/2010,21.2,2.9,421.0,1540.0,0.0
14/11/2010,22.6,3.1,408.0,1460.0,0.0
15/11/2010,24.0,2.2,364.0,1180.0,0.0
16/11/2010,22.3,1.8,394.0,1370.0,1.4
17/11/2010,21.6,2.3,402.0,1420.0,0.0
18/11/2010,21.3,1.0,404.0,1430.0,0.0
19/11/2010,21.2,1.7,413.0,1490.0,0.0
20/11/2010,21.1,2.4,411.0,1480.0,0.0
21/11/2010,22.0,1.2,401.0,1410.0,0.0
22/11/2010,22.3,1.8,376.0,1250.0,0.0
23/11/2010,21.2,1.7,403.0,1430.0,0.0
24/11/2010,21.7,1.9,426.0,1580.0,0.3
25/11/2010,19.1,0.6,417.0,1520.0,2.4
26/11/2010,18.0,0.6,413.0,1490.0,0.0
27/11/2010,18.5,0.9,405.0,1440.0,0.0
28/11/2010,19.8,1.2,380.0,1270.0,0.0
29/11/2010,20.1,1.2,358.0,1140.0,0.2
30/11/2010,19.5,0.5,373.0,1230.0,0.0
1/12/2010,19.8,2.1,411.0,1470.0,0.0
2/12/2010,21.0,2.4,434.0,1630.0,0.0
3/12/2010,21.0,2.4,434.0,1630.0,0.0
4/12/2010,19.3,1.8,424.0,1570.0,0.0
5/12/2010,20.6,1.6,410.0,1470.0,0.0
6/12/2010,21.8,0.9,382.0,1280.0,0.0
7/12/2010,19.3,1.6,406.0,1440.0,5.0
8/12/2010,17.7,2.2,425.0,1580.0,0.0
9/12/2010,19.0,2.5,431.0,1620.0,0.0
10/12/2010,20.0,2.1,414.0,1500.0,0.0
11/12/2010,20.1,0.9,411.0,1480.0,0.4
12/12/2010,24.0,1.7,395.0,1370.0,1.8
13/12/2010,24.0,0.9,356.0,1120.0,0.4
14/12/2010,20.9,0.5,417.0,1530.0,6.8
15/12/2010,18.7,0.3,508.0,2220.0,0.6
16/12/2010,13.4,1.0,519.0,2310.0,4.8
17/12/2010,14.3,1.9,540.0,2500.0,0.0
18/12/2010,15.2,3.4,533.0,2440.0,0.0
19/12/2010,17.7,1.0,498.0,2140.0,0.0
20/12/2010,18.0,0.6,451.0,1760.0,0.8
21/12/2010,18.3,0.8,445.0,1710.0,0.2
22/12/2010,18.9,0.5,446.0,1720.0,0.0
23/12/2010,19.7,1.0,446.0,1720.0,0.0
24/12/2010,20.0,0.7,461.0,1840.0,0.0
25/12/2010,18.3,1.3,463.0,1850.0,1.4
26/12/2010,15.7,2.5,435.0,1650.0,0.0
27/12/2010,15.0,2.4,382.0,1280.0,0.0
28/12/2010,14.9,0.9,398.0,1390.0,0.0
29/12/2010,18.2,0.7,410.0,1470.0,0.0
30/12/2010,19.2,1.0,409.0,1470.0,0.0
31/12/2010,17.9,1.7,395.0,1370.0,0.0
1/1/2011,16.2,0.8,383.0,1300.0,0.0
2/1/2011,18.4,0.8,331.0,1000.0,0.0
3/1/2011,15.0,1.3,309.0,885.0,0.4
4/1/2011,11.7,0.7,365.0,1190.0,0.3
5/1/2011,11.7,0.4,393.0,1370.0,0.3
6/1/2011,13.0,0.4,418.0,1540.0,0.0
7/1/2011,11.9,1.4,431.0,1630.0,0.0
8/1/2011,11.4,1.3,450.0,1770.0,0.0
9/1/2011,11.7,0.4,459.0,1850.0,1.7
10/1/2011,12.0,1.4,429.0,1610.0,0.0
11/1/2011,9.1,0.4,421.0,1560.0,6.1
12/1/2011,10.7,1.2,419.0,1550.0,0.0
13/1/2011,12.1,1.3,420.0,1560.0,0.0
14/1/2011,12.4,0.7,444.0,1730.0,0.0
15/1/2011,13.5,1.2,453.0,1800.0,2.2
16/1/2011,11.6,2.6,421.0,1560.0,0.0
17/1/2011,11.8,1.9,363.0,1180.0,0.0
18/1/2011,11.2,0.7,376.0,1260.0,0.0
19/1/2011,10.9,0.5,382.0,1290.0,0.0
20/1/2011,10.9,0.5,393.0,1370.0,0.3
21/1/2011,11.0,0.9,411.0,1480.0,1.3
22/1/2011,13.1,1.8,419.0,1550.0,0.0
23/1/2011,12.5,0.9,401.0,1420.0,0.0
24/1/2011,12.5,1.8,365.0,1190.0,0.0
25/1/2011,12.0,1.3,418.0,1540.0,0.0
26/1/2011,12.1,0.8,498.0,2170.0,0.3
27/1/2011,12.1,0.6,518.0,2340.0,0.1
28/1/2011,11.8,0.6,509.0,2260.0,1.5
29/1/2011,12.8,1.3,497.0,2150.0,0.0
30/1/2011,13.1,1.6,532.0,2480.0,0.0
31/1/2011,12.9,1.9,536.0,2510.0,0.0
1/2/2011,11.4,0.9,523.0,2390.0,4.8
2/2/2011,13.6,1.6,446.0,1760.0,0.0
3/2/2011,14.9,1.4,327.0,981.0,0.0
4/2/2011,18.0,2.1,279.0,745.0,0.0
5/2/2011,19.7,1.7,254.0,637.0,0.0
6/2/2011,18.5,2.1,242.0,589.0,0.0
7/2/2011,19.6,1.6,237.0,568.0,0.0
8/2/2011,19.6,1.5,237.0,567.0,0.0
9/2/2011,21.6,2.3,236.0,560.0,0.0
10/2/2011,22.4,2.2,236.0,560.0,0.0
11/2/2011,22.5,3.0,234.0,555.0,0.0
12/2/2011,15.2,1.3,355.0,1160.0,0.8
13/2/2011,13.8,0.7,492.0,2110.0,1.2
14/2/2011,14.2,1.7,531.0,2470.0,1.2
15/2/2011,12.1,1.3,501.0,2190.0,0.8
16/2/2011,13.3,0.4,493.0,2120.0,4.9
17/2/2011,15.8,1.7,531.0,2460.0,2.1
18/2/2011,15.9,0.8,529.0,2450.0,0.0
19/2/2011,16.9,0.5,475.0,1970.0,0.3
20/2/2011,16.5,1.7,446.0,1740.0,0.0
21/2/2011,16.5,1.5,353.0,1120.0,0.0
22/2/2011,16.8,0.3,288.0,788.0,1.0
23/2/2011,17.8,0.4,283.0,764.0,1.5
24/2/2011,18.8,0.3,296.0,821.0,0.9
25/2/2011,20.6,0.4,328.0,980.0,0.2
26/2/2011,21.6,1.2,340.0,1040.0,0.0
27/2/2011,22.4,1.6,321.0,946.0,0.0
28/2/2011,20.7,1.5,309.0,885.0,0.0
1/3/2011,20.6,0.7,284.0,767.0,0.6
2/3/2011,19.8,0.7,270.0,705.0,0.0
3/3/2011,17.8,0.6,264.0,678.0,0.7
4/3/2011,14.9,0.6,265.0,682.0,0.8
5/3/2011,15.8,0.3,253.0,630.0,0.2
6/3/2011,18.7,0.9,254.0,637.0,1.1
7/3/2011,18.7,1.0,253.0,631.0,2.4
8/3/2011,17.4,1.3,250.0,621.0,0.0
9/3/2011,16.5,1.9,281.0,754.0,0.0
10/3/2011,16.9,1.2,285.0,774.0,0.0
11/3/2011,17.1,1.2,283.0,763.0,0.0
12/3/2011,16.9,1.2,281.0,756.0,0.0
13/3/2011,18.8,1.0,268.0,695.0,0.0
14/3/2011,19.3,0.3,269.0,702.0,0.1
15/3/2011,18.3,0.2,263.0,672.0,11.9
16/3/2011,11.2,0.1,300.0,845.0,20.2
17/3/2011,10.4,0.3,340.0,1040.0,32.7
18/3/2011,11.8,0.4,398.0,1400.0,20.3
19/3/2011,14.8,0.7,475.0,1970.0,0.0
20/3/2011,17.6,0.7,489.0,2090.0,0.1
21/3/2011,20.9,1.0,432.0,1640.0,0.9
22/3/2011,20.8,1.5,390.0,1340.0,0.2
23/3/2011,17.7,1.9,394.0,1370.0,0.0
24/3/2011,15.2,1.7,383.0,1300.0,0.2
25/3/2011,15.9,1.9,371.0,1230.0,0.0
26/3/2011,16.0,1.5,361.0,1160.0,0.0
27/3/2011,15.2,2.3,358.0,1140.0,0.0
28/3/2011,16.3,1.5,330.0,989.0,0.0
29/3/2011,16.3,1.2,323.0,955.0,3.3
30/3/2011,17.0,1.9,342.0,1050.0,2.3
31/3/2011,19.1,2.0,364.0,1180.0,0.0
1/4/2011,19.2,3.3,355.0,1130.0,0.0
2/4/2011,21.1,1.8,342.0,1060.0,0.0
3/4/2011,21.5,0.9,343.0,1060.0,0.0
4/4/2011,22.0,1.8,305.0,864.0,0.0
5/4/2011,19.6,1.4,293.0,806.0,0.0
6/4/2011,19.8,0.5,330.0,993.0,0.1
7/4/2011,21.1,0.4,365.0,1190.0,2.2
8/4/2011,22.8,1.4,403.0,1430.0,0.3
9/4/2011,22.7,1.3,382.0,1290.0,0.0
10/4/2011,22.4,1.5,385.0,1310.0,0.0
11/4/2011,22.8,1.9,368.0,1210.0,0.0
12/4/2011,23.9,1.8,359.0,1150.0,0.0
13/4/2011,24.2,2.5,333.0,1010.0,0.0
14/4/2011,23.8,1.8,327.0,979.0,0.0
15/4/2011,23.9,1.7,372.0,1230.0,0.0
16/4/2011,25.5,0.8,437.0,1680.0,0.2
17/4/2011,25.5,1.1,448.0,1760.0,0.2
18/4/2011,24.2,1.4,397.0,1390.0,4.1
19/4/2011,24.3,2.4,402.0,1420.0,0.0
20/4/2011,23.0,1.4,450.0,1770.0,0.0
21/4/2011,24.7,2.1,469.0,1920.0,0.0
22/4/2011,24.9,1.1,473.0,1960.0,0.0
23/4/2011,25.3,2.2,436.0,1660.0,0.0
24/4/2011,23.9,2.1,432.0,1640.0,0.0
25/4/2011,24.3,2.0,387.0,1330.0,0.0
26/4/2011,25.3,2.4,414.0,1510.0,0.0
27/4/2011,25.1,1.4,456.0,1820.0,0.1
28/4/2011,24.7,0.7,469.0,1920.0,57.0
29/4/2011,25.0,0.7,486.0,2060.0,3.6
30/4/2011,26.2,0.9,480.0,2010.0,0.0
1/5/2011,26.9,1.3,428.0,1610.0,1.1
2/5/2011,28.1,2.9,376.0,1250.0,28.3
3/5/2011,25.7,1.0,377.0,1270.0,3.6
4/5/2011,22.0,0.8,432.0,1640.0,2.2
5/5/2011,22.4,0.6,507.0,2240.0,8.2
6/5/2011,25.7,1.0,542.0,2570.0,2.9
7/5/2011,28.5,1.9,559.0,2740.0,0.0
8/5/2011,29.1,2.5,534.0,2500.0,0.0
9/5/2011,29.6,2.3,507.0,2240.0,0.0
10/5/2011,30.3,3.3,525.0,2400.0,0.0
11/5/2011,28.7,2.3,531.0,2460.0,24.0
12/5/2011,28.3,1.3,527.0,2420.0,0.3
13/5/2011,25.0,1.4,552.0,2670.0,23.1
14/5/2011,24.8,1.2,554.0,2690.0,0.4
15/5/2011,25.9,1.1,586.0,3020.0,9.0
16/5/2011,23.4,1.0,572.0,2870.0,58.8
17/5/2011,25.2,3.5,627.0,3490.0,0.0
18/5/2011,25.5,3.1,687.0,4250.0,0.0
19/5/2011,25.4,2.1,694.0,4350.0,0.0
20/5/2011,25.6,1.0,651.0,3780.0,0.0
21/5/2011,28.3,1.6,623.0,3440.0,0.0
22/5/2011,30.0,1.8,624.0,3450.0,0.0
23/5/2011,23.6,1.7,611.0,3300.0,44.8
24/5/2011,23.9,1.6,628.0,3500.0,0.7
25/5/2011,24.4,1.4,659.0,3880.0,0.0
26/5/2011,26.4,2.7,659.0,3880.0,0.0
27/5/2011,26.8,2.6,652.0,3800.0,0.0
28/5/2011,27.2,2.7,648.0,3740.0,0.0
29/5/2011,27.1,2.6,619.0,3390.0,0.0
30/5/2011,27.9,2.9,563.0,2780.0,0.0
31/5/2011,27.7,2.0,541.0,2560.0,0.0
1/6/2011,28.2,1.9,550.0,2650.0,0.0
2/6/2011,28.9,2.7,567.0,2820.0,0.0
3/6/2011,28.5,1.5,579.0,2940.0,10.9
4/6/2011,29.1,2.3,595.0,3120.0,3.2
5/6/2011,28.8,2.1,612.0,3310.0,42.0
6/6/2011,27.3,1.0,561.0,2770.0,33.2
7/6/2011,28.7,1.5,511.0,2270.0,2.3
8/6/2011,30.1,2.3,539.0,2540.0,0.0
9/6/2011,29.9,2.5,579.0,2940.0,0.0
10/6/2011,30.1,2.2,577.0,2920.0,0.0
11/6/2011,29.2,1.4,580.0,2950.0,10.4
12/6/2011,29.6,1.8,608.0,3260.0,0.0
13/6/2011,28.8,1.4,605.0,3220.0,0.0
14/6/2011,28.4,1.7,667.0,3990.0,17.7
15/6/2011,28.2,1.5,702.0,4460.0,1.8
16/6/2011,29.7,1.7,710.0,4570.0,4.2
17/6/2011,27.6,0.9,704.0,4490.0,21.7
18/6/2011,28.6,1.2,716.0,4660.0,14.9
19/6/2011,28.6,1.5,686.0,4230.0,1.1
20/6/2011,29.0,1.2,636.0,3590.0,34.5
21/6/2011,29.8,2.1,658.0,3870.0,10.5
22/6/2011,31.1,1.9,663.0,3930.0,0.0
23/6/2011,30.6,2.1,641.0,3650.0,41.4
24/6/2011,26.5,0.3,605.0,3220.0,47.5
25/6/2011,26.8,0.8,600.0,3170.0,55.6
26/6/2011,27.4,0.6,659.0,3890.0,10.0
27/6/2011,27.6,1.4,736.0,4960.0,5.1
28/6/2011,29.0,2.2,764.0,5400.0,3.8
29/6/2011,30.1,1.6,719.0,4690.0,0.0
30/6/2011,26.9,1.2,687.0,4240.0,8.4
1/7/2011,27.8,1.6,665.0,3960.0,0.0
2/7/2011,28.1,3.2,700.0,4430.0,20.4
3/7/2011,29.6,2.9,789.0,5810.0,0.7
4/7/2011,30.5,3.1,818.0,6300.0,0.0
5/7/2011,30.7,3.3,804.0,6060.0,0.0
6/7/2011,31.7,3.8,792.0,5860.0,0.0
7/7/2011,32.8,4.1,777.0,5600.0,0.0
8/7/2011,28.9,2.4,757.0,5280.0,2.1
9/7/2011,30.0,2.8,744.0,5070.0,0.0
10/7/2011,29.3,2.3,737.0,4970.0,17.5
11/7/2011,29.3,1.3,723.0,4760.0,9.3
12/7/2011,29.2,2.0,734.0,4930.0,1.6
13/7/2011,29.5,1.8,764.0,5390.0,0.0
14/7/2011,26.8,0.9,764.0,5390.0,10.8
15/7/2011,28.1,1.7,750.0,5170.0,5.8
16/7/2011,29.8,2.3,744.0,5070.0,0.0
17/7/2011,30.5,2.3,728.0,4830.0,0.0
18/7/2011,28.8,1.8,688.0,4270.0,10.7
19/7/2011,29.7,1.9,703.0,4470.0,0.3
20/7/2011,29.7,2.2,691.0,4310.0,0.0
21/7/2011,30.0,2.3,714.0,4630.0,0.0
22/7/2011,30.3,1.4,723.0,4770.0,0.0
23/7/2011,28.1,1.8,712.0,4590.0,51.7
24/7/2011,28.6,1.2,737.0,4980.0,10.5
25/7/2011,30.4,2.0,795.0,5910.0,0.0
26/7/2011,30.8,2.5,777.0,5600.0,0.0
27/7/2011,30.5,3.1,761.0,5340.0,0.0
28/7/2011,30.5,2.8,752.0,5200.0,0.0
29/7/2011,31.3,3.6,756.0,5270.0,0.0
30/7/2011,29.6,2.9,747.0,5120.0,0.5
31/7/2011,26.2,1.1,709.0,4560.0,30.0
1/8/2011,26.7,0.8,698.0,4400.0,70.8
2/8/2011,25.5,1.1,764.0,5390.0,32.9
3/8/2011,28.5,1.7,773.0,5540.0,0.0
4/8/2011,30.4,1.9,738.0,4980.0,0.0
5/8/2011,31.1,1.9,700.0,4430.0,0.0
6/8/2011,27.9,2.5,669.0,4010.0,15.0
7/8/2011,29.7,1.7,687.0,4250.0,0.0
8/8/2011,28.6,1.3,670.0,4020.0,0.1
9/8/2011,29.2,1.6,684.0,4210.0,0.0
10/8/2011,27.7,1.4,680.0,4160.0,0.8
11/8/2011,26.6,0.2,680.0,4160.0,91.2
12/8/2011,27.5,0.8,670.0,4020.0,4.3
13/8/2011,28.8,1.2,654.0,3810.0,0.0
14/8/2011,29.7,2.9,626.0,3480.0,0.0
15/8/2011,29.4,2.3,585.0,3010.0,0.5
16/8/2011,28.6,1.6,598.0,3160.0,12.2
17/8/2011,28.1,1.1,631.0,3530.0,24.7
18/8/2011,26.7,1.3,623.0,3430.0,8.9
19/8/2011,25.7,0.7,600.0,3170.0,7.9
20/8/2011,25.4,0.5,597.0,3130.0,31.3
21/8/2011,27.6,1.8,612.0,3300.0,4.5
22/8/2011,28.7,2.2,629.0,3510.0,0.0
23/8/2011,29.7,1.8,621.0,3420.0,0.0
24/8/2011,26.8,1.2,635.0,3580.0,67.4
25/8/2011,28.3,1.6,703.0,4480.0,0.0
26/8/2011,28.9,2.4,683.0,4200.0,0.0
27/8/2011,29.1,2.4,636.0,3600.0,0.0
28/8/2011,29.2,2.6,558.0,2730.0,0.0
29/8/2011,29.6,2.3,494.0,2140.0,0.0
30/8/2011,30.4,3.2,486.0,2070.0,0.0
31/8/2011,31.0,2.0,546.0,2610.0,0.0
1/9/2011,31.4,3.4,585.0,3010.0,0.0
2/9/2011,28.7,2.1,572.0,2870.0,0.0
3/9/2011,28.0,1.4,470.0,1940.0,3.8
4/9/2011,28.3,1.3,418.0,1530.0,22.8
5/9/2011,28.1,0.9,428.0,1610.0,3.1
6/9/2011,28.7,1.8,533.0,2490.0,0.0
7/9/2011,29.5,1.6,577.0,2920.0,0.0
8/9/2011,29.1,2.3,547.0,2620.0,0.0
9/9/2011,27.9,1.1,548.0,2630.0,20.8
10/9/2011,27.3,0.8,549.0,2640.0,34.6
11/9/2011,26.7,1.5,545.0,2600.0,4.2
12/9/2011,25.6,0.4,549.0,2640.0,18.5
13/9/2011,26.5,0.7,578.0,2930.0,6.5
14/9/2011,26.8,0.8,627.0,3490.0,16.0
15/9/2011,26.3,0.9,648.0,3740.0,10.8
16/9/2011,27.6,1.5,634.0,3570.0,0.0
17/9/2011,28.4,2.3,618.0,3380.0,0.0
18/9/2011,28.3,1.5,555.0,2700.0,0.0
19/9/2011,27.7,1.3,486.0,2060.0,6.2
20/9/2011,26.2,0.7,512.0,2290.0,22.7
21/9/2011,24.2,1.1,616.0,3370.0,0.0
22/9/2011,25.9,1.2,630.0,3520.0,0.0
23/9/2011,26.4,2.0,601.0,3180.0,0.0
24/9/2011,27.2,3.2,552.0,2670.0,0.0
25/9/2011,27.0,2.6,510.0,2270.0,0.0
26/9/2011,25.4,2.7,476.0,1980.0,2.1
27/9/2011,23.3,0.5,481.0,2010.0,25.5
28/9/2011,27.3,2.3,489.0,2090.0,0.0
29/9/2011,28.1,3.0,494.0,2120.0,0.0
30/9/2011,23.2,2.1,491.0,2100.0,43.2
1/10/2011,22.1,0.4,474.0,1960.0,7.7
2/10/2011,24.6,2.2,471.0,1940.0,0.0
3/10/2011,23.8,1.7,471.0,1940.0,0.0
4/10/2011,22.9,1.9,469.0,1920.0,0.0
5/10/2011,19.7,0.5,458.0,1840.0,24.2
6/10/2011,20.7,0.2,441.0,1700.0,20.4
7/10/2011,21.7,0.2,446.0,1740.0,8.0
8/10/2011,22.5,0.1,464.0,1880.0,32.5
9/10/2011,24.8,0.8,488.0,2080.0,4.5
10/10/2011,26.2,2.1,469.0,1920.0,0.0
11/10/2011,27.8,3.2,461.0,1860.0,0.0
12/10/2011,26.7,1.7,459.0,1840.0,5.2
13/10/2011,27.1,1.6,431.0,1630.0,0.0
14/10/2011,25.8,1.6,423.0,1570.0,0.8
15/10/2011,26.0,2.3,439.0,1700.0,0.2
16/10/2011,25.5,3.3,460.0,1850.0,0.0
17/10/2011,25.3,3.5,425.0,1590.0,0.0
18/10/2011,25.6,3.6,405.0,1450.0,0.0
19/10/2011,25.7,3.1,410.0,1480.0,0.0
20/10/2011,25.0,1.7,402.0,1430.0,0.5
21/10/2011,24.9,1.8,396.0,1390.0,0.0
22/10/2011,24.8,3.1,394.0,1370.0,0.0
23/10/2011,25.1,2.4,398.0,1400.0,0.0
24/10/2011,26.4,2.8,395.0,1380.0,0.0
25/10/2011,25.3,2.5,406.0,1460.0,0.0
26/10/2011,23.7,2.6,416.0,1520.0,0.0
27/10/2011,24.3,1.6,396.0,1390.0,0.0
28/10/2011,22.3,0.5,420.0,1550.0,38.1
29/10/2011,20.3,0.5,468.0,1920.0,1.4
30/10/2011,21.8,1.2,533.0,2480.0,0.0
31/10/2011,23.3,1.5,520.0,2360.0,0.0
1/11/2011,24.1,1.2,539.0,2550.0,0.0
2/11/2011,24.2,1.3,539.0,2540.0,0.0
3/11/2011,24.9,2.1,514.0,2310.0,0.0
4/11/2011,25.0,1.5,478.0,2000.0,0.0
5/11/2011,25.5,1.7,457.0,1820.0,0.0
6/11/2011,26.3,1.8,476.0,1980.0,0.0
7/11/2011,26.6,2.1,470.0,1930.0,0.0
8/11/2011,24.8,2.1,466.0,1900.0,2.1
9/11/2011,23.1,3.1,444.0,1720.0,0.2
10/11/2011,22.2,3.8,427.0,1600.0,0.0
11/11/2011,21.2,2.2,428.0,1610.0,0.0
12/11/2011,21.5,1.6,407.0,1460.0,0.0
13/11/2011,22.4,1.3,402.0,1420.0,0.0
14/11/2011,22.3,2.2,395.0,1380.0,0.0
15/11/2011,22.3,1.9,393.0,1370.0,0.0
16/11/2011,22.8,1.4,386.0,1320.0,0.0
17/11/2011,23.8,2.2,395.0,1380.0,0.0
18/11/2011,24.3,1.8,406.0,1450.0,0.0
19/11/2011,24.4,3.1,410.0,1480.0,0.0
20/11/2011,23.5,2.7,405.0,1450.0,0.0
21/11/2011,22.5,1.6,382.0,1300.0,0.0
22/11/2011,21.7,0.7,378.0,1270.0,3.4
23/11/2011,20.7,1.0,404.0,1440.0,7.0
24/11/2011,20.9,1.4,408.0,1460.0,0.0
25/11/2011,20.7,1.2,412.0,1490.0,0.0
26/11/2011,22.6,1.5,420.0,1550.0,0.0
27/11/2011,23.3,2.2,391.0,1350.0,0.0
28/11/2011,22.7,0.8,375.0,1250.0,0.2
29/11/2011,21.9,1.2,381.0,1290.0,0.0
30/11/2011,22.3,1.2,389.0,1340.0,1.9
1/12/2011,18.6,0.9,418.0,1540.0,58.2
2/12/2011,17.0,1.4,453.0,1800.0,0.6
3/12/2011,16.9,2.4,483.0,2040.0,0.0
4/12/2011,17.7,1.4,471.0,1940.0,0.0
5/12/2011,19.0,1.6,420.0,1550.0,0.0
6/12/2011,20.4,1.3,385.0,1310.0,0.0
7/12/2011,20.4,0.6,372.0,1230.0,0.0
8/12/2011,18.6,1.3,364.0,1180.0,2.7
9/12/2011,17.2,3.4,356.0,1130.0,0.0
10/12/2011,15.4,3.2,352.0,1110.0,0.0
11/12/2011,14.2,3.8,363.0,1170.0,0.0
12/12/2011,14.5,2.3,346.0,1080.0,0.0
13/12/2011,15.3,2.4,347.0,1080.0,0.0
14/12/2011,17.4,2.6,354.0,1120.0,0.0
15/12/2011,18.7,2.8,345.0,1070.0,0.0
16/12/2011,18.1,2.6,331.0,996.0,0.0
17/12/2011,16.8,3.2,338.0,1040.0,0.0
18/12/2011,16.8,1.1,338.0,1030.0,0.0
19/12/2011,16.8,1.3,326.0,970.0,0.0
20/12/2011,16.8,1.7,323.0,956.0,0.0
21/12/2011,18.6,1.4,325.0,966.0,0.0
22/12/2011,19.0,1.9,328.0,979.0,0.0
23/12/2011,17.3,3.0,324.0,958.0,0.0
24/12/2011,15.5,3.0,321.0,943.0,0.0
25/12/2011,13.0,2.3,330.0,990.0,0.0
26/12/2011,13.2,2.6,314.0,908.0,0.0
27/12/2011,15.5,2.8,320.0,940.0,0.0
28/12/2011,17.1,1.9,326.0,968.0,0.0
29/12/2011,18.2,1.7,335.0,1020.0,0.0
30/12/2011,16.3,1.5,332.0,1000.0,0.0
31/12/2011,14.6,0.9,337.0,1030.0,0.0
1/1/2012,14.9,0.6,320.0,950.0,0.0
2/1/2012,14.7,0.4,297.0,816.0,0.5
3/1/2012,14.6,0.2,284.0,750.0,1.7
4/1/2012,11.5,1.2,294.0,804.0,1.6
5/1/2012,9.6,0.2,311.0,897.0,17.0
6/1/2012,11.6,0.8,318.0,935.0,0.0
7/1/2012,12.2,0.6,340.0,1070.0,0.0
8/1/2012,12.8,0.5,360.0,1200.0,0.0
9/1/2012,13.6,0.6,346.0,1110.0,0.0
10/1/2012,15.0,0.6,332.0,1020.0,0.0
11/1/2012,15.5,0.4,310.0,888.0,2.4
12/1/2012,15.2,0.7,288.0,772.0,0.0
13/1/2012,16.0,1.0,272.0,693.0,0.0
14/1/2012,16.5,0.5,263.0,654.0,0.2
15/1/2012,17.0,0.1,349.0,1140.0,0.7
16/1/2012,17.3,1.8,436.0,1740.0,0.0
17/1/2012,17.9,1.9,516.0,2390.0,0.0
18/1/2012,18.8,1.0,528.0,2500.0,0.0
19/1/2012,21.0,0.8,535.0,2570.0,0.0
20/1/2012,20.2,0.6,528.0,2510.0,0.0
21/1/2012,19.2,0.7,492.0,2180.0,0.0
22/1/2012,14.6,0.5,453.0,1860.0,0.2
23/1/2012,12.3,2.8,403.0,1490.0,0.0
24/1/2012,11.9,1.3,338.0,1060.0,0.1
25/1/2012,11.5,1.6,294.0,804.0,0.0
26/1/2012,10.9,0.6,277.0,718.0,0.0
27/1/2012,11.8,0.5,272.0,695.0,0.7
28/1/2012,14.3,0.4,296.0,813.0,0.8
29/1/2012,13.9,0.4,358.0,1190.0,2.4
30/1/2012,13.9,0.9,463.0,1950.0,0.0
31/1/2012,13.9,1.1,514.0,2380.0,0.2
1/2/2012,14.8,1.0,521.0,2440.0,0.0
2/2/2012,15.0,0.3,543.0,2650.0,1.7
3/2/2012,13.6,0.4,564.0,2860.0,2.0
4/2/2012,14.9,0.8,555.0,2770.0,0.0
5/2/2012,16.5,0.6,549.0,2710.0,1.5
6/2/2012,19.3,0.9,542.0,2640.0,0.0
7/2/2012,20.3,1.8,528.0,2510.0,0.0
